WORD TO SEARCH,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
shrubbery,59700,1200,600
taking,66100,1200,400
perceiving,56900,1500,400
mismanagement,34200,700,900
continually,64000,1600,300
sakes,68800,1400,400
devote,15000,300,500
improve,56800,1200,500
repeated,66200,1300,500
stroll,49400,1400,700
driven,58300,500,400
arranged,58000,1000,500
warehouses,53200,1000,500
alluding,31200,400,400
consolatory,22700,400,500
phaeton,60100,800,500
profit,56500,900,700
guilty,22200,400,600
increased,63800,1100,400
disliking,62300,1200,500
uttered,56500,800,600
implicitness,36900,700,700
mischief,54700,700,500
merry,33900,500,1000
lady,69800,1400,300
correspondents,58600,1100,200
particularly,63800,1100,600
languor,57100,600,400
naturedly,56800,900,700
British,60900,1200,300
rapacity,12300,200,700
for,63400,900,200
o,59200,1300,300
licence,7500,200,1000
conducted,37700,700,800
birth,59100,700,300
overset,35200,500,1000
duplicity,52400,1300,500
oddity,60600,1000,300
partiality,63900,1400,700
popularity,67600,1000,300
obliged,71600,1100,200
that,69800,900,200
Philips,17900,500,500
cares,20200,800,500
unhappy,54500,1800,600
defection,52100,500,700
keeps,54300,1100,500
wandering,60000,1000,300
undergone,8800,200,200
uniformity,28300,700,600
fond,66900,1200,400
by,66300,1100,200
hardships,44500,500,800
advise,64400,1100,400
compassion,69100,1000,300
oaks,24600,400,700
ma,88900,1700,600
596,1200,200,1100
neighbourhood,104700,1300,300
intimidated,11300,300,900
deprive,56400,1100,500
premises,9200,200,1300
inevitably,57700,1400,900
appearance,68300,1000,400
awoke,40900,600,400
confined,64100,1000,600
incivility,52800,1700,500
conversation,64000,1300,300
lower,55900,500,500
ended,65700,900,400
schemes,63300,1500,600
creature,69800,1200,400
sea,32100,1000,900
error,56200,1300,500
converting,61900,1300,600
splendour,28700,500,600
reflecting,53600,900,500
springing,65300,1100,500
grievances,53000,900,600
meditated,54800,1800,700
convinced,67700,1500,400
implied,65000,900,300
discrimination,27200,300,600
fidget,7300,200,900
influencing,56000,900,500
I,64600,900,200
upon,68500,800,300
campful,35300,900,300
reputation,57600,1000,600
indifferent,58200,900,500
avail,101900,900,300
free,57700,1700,400
publish,55100,1000,800
rushed,9600,300,900
rejecting,53000,1000,1100
watching,63500,1200,400
grace,56700,900,600
intimately,57400,2200,500
exceeded,61700,1700,700
entailed,66000,800,300
breast,57000,1000,500
blushed,57400,700,400
anywhere,72500,1600,200
olive,59500,1000,300
human,66900,1400,600
consisted,71500,1100,200
greatness,49000,1300,800
brilliancy,63700,1200,500
acted,58700,1000,300
acting,67000,1100,400
complying,62900,1700,700
damp,16900,300,400
very,66600,1500,200
studier,64600,700,500
pronouncing,10800,300,600
etiquette,53800,1100,500
burning,15300,300,900
difficult,67400,900,400
unwell,65300,1300,400
dictatorial,56300,1100,400
again,68000,1200,300
spokesman,59800,1200,600
recommendation,99500,800,300
conditional,57100,900,600
country,100200,1900,400
soup,96200,1100,700
displeasure,72500,1600,1000
discontented,93300,1700,400
gardener,28300,500,700
waiter,34700,800,700
apparel,49200,700,600
pair,64300,1000,500
apparently,21900,1100,600
attics,35400,500,800
joke,122000,1700,400
motives,100700,11300,15300
Oxford,70000,1000,600
services,33100,400,4900
mountains,86000,2800,700
admit,88200,1600,2500
gaieties,90800,2500,600
inches,99600,8700,300
Denny,92300,1500,300
accessed,4500,400,800
Allowing,102300,1900,2500
environs,44300,900,1200
attacked,120200,4000,300
Charlotte,106200,8000,300
indemnify,4000,100,1100
females,88400,5100,500
Jane,93100,3600,100
edge,68400,1600,500
mutually,77800,800,700
indefinite,69300,2400,500
with,108600,1400,400
preaching,78600,6800,500
imitations,157200,3300,1100
unimportant,60500,1800,700
pavement,92700,2300,3100
fonder,70500,4100,400
peculiarities,69200,2500,900
past,95000,4400,400
inoffensive,88500,4000,500
dancing,126300,3400,300
value,86500,2800,500
very,107200,3000,400
justice,90600,2200,500
investigation,39500,1700,800
violation,37800,1200,400
transition,57200,1200,900
Carter,66300,1200,300
observation,65100,1300,300
stood,64800,1300,600
farther,55600,1100,600
affairs,62800,2100,300
trout,27100,800,800
contrariety,38000,2300,700
owing,59300,1300,600
intimidate,45500,2300,800
seizing,15300,400,1200
negatived,60100,2500,700
leisure,68100,2500,400
pretense,60200,1200,500
plate,49300,2400,700
assembly,86100,2500,400
Author,74000,900,200
exposed,32700,1000,800
rivers,49800,1600,800
suspicions,65500,1400,500
shan,13200,400,700
mindful,10000,700,500
nourishes,59300,1300,500
wonderfully,65700,2600,400
covered,56000,700,500
nearest,40400,1000,600
legacy,39700,700,600
bets,57000,800,400
perform,61500,2800,500
expenses,45400,2400,900
concluding,18500,700,800
living,57400,1400,600
rendered,125800,2400,600
estimation,63000,1200,500
repent,36500,1700,1000
evil,59200,3200,700
article,50000,2200,400
sorely,14400,300,700
musical,64900,1500,300
reprehensible,58800,1900,400
START,71300,2300,200
wet,61000,1500,600
along,63400,900,300
sly,26500,1000,900
coughing,71000,1300,300
fortune,74000,2200,200
particularly,64000,1100,600
acquit,57800,1500,500
sight,70100,800,500
admiring,60000,1100,400
hotels,19900,700,600
devoid,8000,200,800
joints,42100,1500,700
examining,48400,1700,900
feel,63200,1700,500
modesty,63800,1800,600
pecuniary,39900,800,600
observations,58200,1100,500
ear,59200,1700,400
balm,20600,800,700
slow,25100,1300,800
Bingley,73100,2100,300
land,9200,400,700
between,67300,1300,300
slacken,52700,1500,500
dishonest,58900,1300,600
couples,60600,3100,500
incomplete,3400,500,700
unabated,6500,700,500
afraid,67600,2800,400
stiffness,67900,2600,500
relation,66500,1300,500
F,23400,800,600
smiles,68600,2900,400
disclosed,70600,2800,400
accompanying,53700,2200,500
eloquence,54900,700,500
stateliness,47300,2300,800
incredible,63800,1100,400
intelligent,63700,1500,500
heartfelt,8800,500,900
recommend,67700,2100,300
spare,64100,1100,500
comfortably,47300,800,600
somewhere,78500,4700,400
insists,56300,1700,700
809,1200,100,300
handkerchief,22100,900,700
inferiority,59100,1800,600
continued,70600,900,300
steadfastly,54600,1200,600
abused,35300,1300,400
disputes,63200,2600,600
interpreted,2100,200,700
persevered,60000,1600,500
urged,62500,900,500
packed,20500,600,700
incautiously,35300,1000,600
unvarying,63600,2700,600
unqualified,40900,1900,500
exercise,65700,2400,500
Observing,70300,2400,300
gentlemanlike,63900,3000,300
teeth,24200,400,700
reply,68600,2600,300
needlessly,60800,1700,500
discomposure,61400,2300,500
pliancy,69800,2400,400
endeavouring,55000,2100,400
loo,60200,1200,600
lastly,56500,900,600
times,69400,1300,500
anticipating,52800,1000,300
north,70400,1300,300
management,47400,1300,600
chimney,60000,2300,400
honour,72600,900,300
liked,66900,900,500
discreditable,35900,800,600
mud,60500,900,400
which,70100,2600,300
confused,46500,600,800
CONTRACT,2900,200,600
PGLAF,3400,200,800
delights,57400,900,600
variance,61100,2400,500
coats,56400,1200,500
repinings,30700,800,1100
print,5900,100,700
officiousness,8800,300,800
scarcely,63100,2700,800
engrossing,58500,1700,400
wavered,13800,300,500
writes,60000,1700,500
4,62100,1300,300
attractions,54600,1000,500
delicious,35100,700,500
safe,65500,1300,400
ladies,70700,3400,400
pretension,61000,1300,500
motion,56400,900,500
comparative,60000,1600,500
scheming,54000,1800,700
generations,61100,1700,500
sleepless,18900,1100,700
he,63800,1500,400
occupy,67700,2000,400
gratifying,57000,1000,400
completion,10500,300,700
collecting,34700,800,600
bed,60600,2800,400
threatened,54800,2800,500
persons,64600,1400,500
prized,62800,900,400
activity,67500,2800,400
directing,51000,800,800
frequent,66200,1500,400
deranged,22600,400,500
eccentric,11300,500,500
Archive,3800,100,400
pleasant,65300,2300,300
light,65300,1200,400
copyright,6000,200,200
commendable,56500,2000,500
tanned,24500,1700,600
fluctuating,21400,600,700
treated,65000,2200,500
tall,66500,1500,500
right,65900,1400,300
rebuke,57600,2300,600
restrain,36800,500,700
table,66500,1800,500
concisely,17400,400,900
haunt,41600,700,700
playing,69100,1900,500
wherever,68400,1400,400
shall,69600,700,400
blots,61200,900,400
entreaties,98000,2300,500
sufficiently,63000,3200,600
dawdled,56400,1000,300
predominance,37300,700,600
occasional,60000,1700,400
miseries,9800,200,600
blinded,56500,1000,400
children,71800,1300,300
congratulation,58300,700,800
circles,58000,1000,500
haughty,69300,1500,500
then,74000,800,600
37,36400,700,1100
stored,3500,300,700
EBook,70100,1800,100
many,68200,1200,300
called,70900,2700,200
out,63600,1200,500
choose,70400,1700,300
neither,67700,2200,400
unblemished,9700,500,800
objectionable,50600,1200,500
repressed,43400,800,800
overhearings,62600,2300,500
wealth,54400,700,500
unjustifiable,20100,400,700
humility,61600,1300,500
occasionally,64200,1900,400
bad,65200,800,400
presume,62800,1100,500
made,69400,2200,300
gaped,58900,2100,400
footman,66500,1900,400
joyful,54600,700,400
growth,40400,1000,600
mean,68300,1200,500
tenor,48400,1100,700
Bennet,72600,2900,200
expostulation,58700,1500,500
deceives,54100,1100,600
Lucases,68900,2300,400
quitted,56900,1400,400
clergyman,61400,2000,500
801,1000,200,300
voice,63600,900,500
pang,53500,2600,800
mirth,62800,800,400
begun,65100,900,400
nature,68300,1400,300
anything,72200,1600,300
attack,63100,1200,400
removal,64600,1000,600
duchess,60900,1200,400
assented,60700,1100,600
verily,58700,900,400
sisterly,47300,800,500
boasting,58800,2300,500
ached,63200,1500,300
pains,39900,1500,1300
must,71300,2200,200
discern,50100,1100,1000
Wednesday,61900,1100,300
stage,19000,200,1100
kindly,58800,1400,400
lessened,34000,500,800
knighthood,66100,900,300
calico,17800,500,400
cease,52500,1000,400
sinking,45700,800,600
calls,22800,300,400
renewal,64200,800,500
jumped,21400,400,800
expressions,60300,2000,600
26,66100,2400,100
newspaper,45400,1700,600
choice,68300,1000,300
punishment,67400,1300,400
failure,69700,1200,400
ready,64100,1600,300
bridegroom,52100,2300,700
mode,63300,1300,400
faulty,26500,1600,600
How,65600,1300,200
domestic,63000,1100,500
entreat,67300,1500,500
bore,57900,1100,400
remark,63900,900,500
Eliza,66000,1200,200
misconduct,30900,500,700
imagine,71000,1400,400
essentials,31100,800,500
bashful,56200,1300,300
prone,65900,1100,300
commendation,100400,800,500
compass,63300,2100,600
rid,58600,700,500
parishioners,57800,1800,600
circumstance,63500,2300,300
friend,71000,1000,400
Dove,26300,300,400
torment,22700,400,800
bags,33000,700,400
race,33000,800,600
equalled,25300,500,600
worthlessness,14000,400,900
exultation,53200,1100,300
lover,53600,900,700
Bromley,37000,1400,500
expressed,68800,2800,300
eloped,23200,800,800
purport,55800,2000,500
laid,69500,1100,400
aware,63700,1500,300
glad,68400,800,300
troubling,63800,1100,500
lamenting,55300,1100,500
settling,72300,1400,400
returning,65100,900,400
enumeration,47400,600,800
common,68700,1000,400
clear,65200,1400,400
monotonous,59500,1000,400
excel,64500,900,600
inconveniences,42600,900,700
nnight,56600,700,400
judge,61700,900,400
detection,40400,500,700
regulars,16400,300,1000
Michael,3300,200,700
sing,59600,1000,400
retaining,57700,900,400
accident,58500,800,400
graciously,59800,1200,400
named,26900,400,600
voluntarily,53600,1400,700
wandered,57300,900,500
gaiety,55500,800,400
wisdom,52300,900,800
esteemed,64300,3000,500
steadily,59200,1300,600
indelicacy,50100,1000,800
fresher,53600,800,700
firmest,69600,2700,300
concealed,42200,500,700
reporting,20100,400,700
breathed,85000,1500,600
recollecting,60100,900,700
unfolding,39900,600,600
camp,30900,600,400
originated,26700,500,800
restraint,54300,800,400
unfold,39400,400,700
4557,1200,100,800
although,59000,900,300
understood,58500,800,500
barefaced,69900,1000,300
Brighton,35200,700,300
regretting,35500,700,800
disappointment,55200,1000,700
extracts,70900,1000,400
self,64700,800,600
wishes,62000,1200,400
deportment,47600,1200,800
perceive,68600,1200,300
leave,67100,1300,400
smiled,68100,900,700
upbraiding,56700,900,300
tear,67500,800,400
reproach,56400,900,700
lend,34700,500,700
formats,6200,200,700
The,66600,1100,100
prevent,57200,900,500
grieving,39400,700,700
formed,62800,800,500
preparations,54300,1900,500
corruption,14700,300,300
had,63800,1400,400
carriages,56900,800,400
mixing,46700,700,600
recollections,56200,1200,500
fair,58400,500,500
Wickham,60800,1600,200
persuasion,64800,700,400
strictures,64400,1100,500
laity,56100,1200,500
ensure,57100,2400,400
someone,44700,800,600
corps,58300,800,300
ruin,52800,600,500
vouch,60100,1000,500
supposed,65500,1000,700
month,61100,800,400
useless,58800,1100,500
ascertaining,64800,2600,300
etc,100500,900,500
largest,60800,800,500
Newcastle,15900,300,500
caring,52800,700,400
grateful,61400,1100,500
room,67300,1800,200
paint,62400,500,600
provision,55100,1100,600
novels,59900,2100,500
privileged,18400,400,700
drawings,25900,800,700
ask,64000,2200,300
watch,55000,1100,500
deal,66000,2300,300
descended,28900,500,700
truest,58500,1000,400
occurs,62000,1200,400
9,85800,1500,400
opened,81600,1000,500
withdrawing,54100,1000,600
selecting,56500,1000,600
countenance,65400,1200,400
outdone,54100,2700,500
refrained,24700,400,700
18,54600,700,300
conquest,58300,700,400
acquisition,50800,1100,500
lodges,46200,900,800
sum,37500,700,700
beneficial,56000,2600,500
captivated,30600,600,700
lucky,63700,1200,400
rudeness,69600,1600,300
conduct,65500,1600,600
Sunday,62600,800,200
studying,67200,3500,500
abatement,55900,900,200
apartment,59500,700,200
consolation,63500,600,300
confidence,61000,1400,600
missed,24000,500,900
won,54800,2000,600
jewel,6900,300,800
P,11300,400,800
shocked,45900,800,600
regulated,47800,800,800
leads,55900,1100,600
military,59200,1100,500
expectations,63700,1100,500
argument,67500,1000,300
preservative,54700,1100,800
grandeur,100700,600,400
outstripped,26400,500,1000
kiss,20700,400,700
intentions,60500,900,600
good,70100,900,300
tremblings,21100,400,1300
distinguished,61800,1000,400
Bakewell,26800,600,500
resistance,63700,900,400
houses,54200,1100,500
buying,64400,1200,300
conscious,62300,2500,400
weak,57700,1100,600
estimable,63700,1200,500
compensation,12500,300,500
pocket,17200,400,600
militia,65300,1400,400
mutual,59000,3300,200
elsewhere,65000,1200,400
distinction,64000,1200,400
needlework,62300,1100,400
backwards,47000,900,600
he,65800,1000,500
most,66600,1400,400
respective,10300,300,700
admission,11000,300,500
magnitude,37300,700,800
sleeves,54100,1000,400
resounding,32500,400,600
alarms,29400,700,600
construction,25800,400,700
disposed,68600,1100,500
condemned,54000,900,600
continuance,53500,900,300
lesson,20800,400,800
range,61000,800,400
grounds,63400,800,300
stockings,65200,1000,400
popular,59100,700,400
writing,63800,800,300
subsist,54200,1000,500
servant,65800,1100,500
staggered,40400,1000,600
objects,60600,900,300
actual,58000,900,500
grove,45900,800,700
pursuits,32400,700,700
perpetually,59500,2000,400
proxy,56700,1900,500
furnished,29600,500,600
farewell,52700,600,700
as,65600,1000,300
dilatory,20000,600,800
insignificance,54100,1200,600
unwillingness,55800,1100,600
complacency,63700,1300,400
social,38100,1100,700
liable,55300,1000,500
tents,31400,500,800
deep,67700,1100,300
gayer,30900,300,600
puzzle,56900,1400,500
decide,56800,1200,300
Dawson,36300,500,600
envelope,55600,1100,600
net,60000,900,400
hope,68500,1500,400
Sally,20300,600,200
contracted,28000,700,700
fret,55700,700,500
Forster,67900,1100,300
pure,53700,900,600
bear,59900,1100,400
minds,71200,1100,300
busy,8000,200,400
healthfulness,45200,1200,800
talks,58700,1100,600
allurements,10700,200,400
fervent,34300,1000,600
sport,53200,800,700
unequally,43000,800,500
superseded,23500,700,1000
DISTRIBUTOR,2800,200,500
painfully,39600,700,800
alacrity,63000,1200,300
consoling,54400,1600,500
incapable,61800,1100,400
lofty,28400,500,600
lie,9200,200,1100
establishment,61600,1600,300
insufficient,65400,800,300
journeys,45200,1000,600
doleful,56100,2400,500
saying,67000,1000,400
heirs,64300,1100,500
discourses,59700,1600,600
expects,55500,1000,600
estates,61200,1200,400
stir,18500,300,700
acquainting,23800,600,700
ideas,68600,1100,500
lot,59400,800,500
slighted,70000,900,200
donation,400,100,800
escape,70800,1400,300
injury,57300,1000,700
slyness,55300,1200,600
old,65600,600,500
99712,1200,200,500
generally,66800,2200,400
started,66000,800,400
restrictions,70600,1200,200
regarding,58600,1100,500
deemed,35900,400,600
concerning,59000,1900,600
congratulations,54600,1000,600
expence,10300,300,800
rings,57500,2700,300
imposed,58600,900,500
totally,66700,1300,400
punctuality,34900,600,700
purchased,52100,700,800
austerity,16000,200,800
http,5400,100,500
two,61100,1400,400
charmingly,61300,1300,400
romantic,54900,1100,400
malice,56900,1000,600
Kympton,14200,200,400
plays,25200,700,700
is,83900,1300,300
polite,62400,1100,600
pay,61400,1300,700
MERCHANTIBILITY,2300,300,600
wild,60900,600,400
smallest,68600,1700,400
improvement,61100,1100,400
played,46600,1000,700
river,28500,400,900
attentively,39600,900,600
repine,53400,1000,700
observe,65300,1300,400
livings,46900,1000,700
unhappily,60600,1000,500
other,71100,1200,200
hazarded,38200,700,600
interested,59300,1000,500
newsletter,100,200,400
route,30900,500,600
lad,85900,800,700
sheets,41200,800,600
food,61000,1000,400
colour,62200,600,500
accomplishments,94300,1100,400
encamped,35400,900,700
mind,68600,900,400
degradation,42300,700,600
fearful,97900,1600,400
replies,16000,400,400
freely,64700,900,400
sermon,35000,300,800
stairs,105500,1900,500
small,68400,1000,400
prior,53900,900,400
note,62700,1900,400
wanting,67800,1300,300
heavens,59200,1000,500
bearing,50800,1400,400
jumping,65200,1200,400
card,61400,1100,400
solidity,67900,1200,300
accent,32500,500,700
manner,71200,900,400
created,65900,1500,400
game,61400,1000,400
importuned,10200,300,700
individual,50000,1100,700
conversed,46400,800,700
paddock,21800,600,600
actually,71300,1200,300
variation,25000,800,600
humble,59400,1400,500
ingenuity,55300,1000,500
search,50000,700,700
mechanically,27000,600,900
delightful,67800,1400,300
indistinctly,22900,800,900
obtain,25200,500,800
discovered,66900,1400,500
cheat,11500,200,700
quieter,67300,1300,500
40,33200,500,400
extractions,20400,600,800
discourse,55900,1100,600
creditably,53200,1100,400
repaired,65700,1000,400
story,67900,1000,400
shillings,58800,1000,500
much,70900,1900,300
laughing,56400,900,600
beheld,69400,800,400
suspecting,65300,2100,500
corroborated,56600,1300,300
capers,21500,500,500
danced,67800,900,400
ought,70400,900,400
ere,54400,1500,500
knowledge,71200,1300,400
laws,4700,100,800
future,58400,1100,400
sarcastic,70900,1400,300
detached,56700,1000,500
succeeded,66400,2300,400
guide,86200,1200,700
ham,73900,1100,700
minutest,47000,900,700
notice,67200,1900,400
frighted,21300,300,800
discharged,23900,600,1000
entrance,69900,1300,500
encourage,56400,1100,400
horror,38600,1200,600
condemn,44300,700,800
unshackled,66100,1100,400
overflowing,25400,600,900
ingratitude,6200,300,600
pardon,57300,700,600
infatuation,10500,300,800
jokes,30900,900,600
girl,66300,1400,400
exerted,36400,700,800
appearing,60700,1400,400
contemptuously,41100,3000,600
profess,85900,1800,900
delight,87900,800,200
unfortunate,35200,800,600
anticipated,56300,1200,300
counteracted,57100,1000,400
saving,33700,600,1000
travellers,50900,1300,800
absolute,58200,1300,300
watchful,52200,700,800
appears,59300,1100,500
attitude,62200,1000,400
considerations,14000,600,500
rein,6000,300,800
weakest,6400,300,600
have,66100,1600,300
talk,69400,1300,300
suitableness,57100,1300,600
mistrust,38800,1500,700
Depend,72100,1100,300
awakened,46200,800,700
impropriety,37300,900,800
would,70100,1400,300
his,66900,2000,300
probability,63400,1600,300
benevolence,61600,1700,400
Nothing,71700,1200,400
resign,14700,500,800
charges,3800,200,600
repeating,59600,1100,500
hated,53600,2100,600
disinterested,56900,1800,600
grievously,19400,600,1100
footing,53800,1400,400
songs,61100,1500,500
surpass,64900,1200,500
end,68300,1000,300
entirely,67600,1700,500
practising,45200,700,800
adding,63200,2100,500
deliberated,37600,1100,600
red,61200,900,400
inquiring,38400,1100,900
pour,20600,500,600
lying,61400,1200,400
youngest,70800,1200,500
derive,32400,500,800
ones,57600,1200,400
daring,55600,1700,300
wickedest,19900,400,800
amazement,55900,1000,300
belonged,60400,1300,500
weighty,40300,1200,800
rules,5800,200,500
reason,64300,1300,400
pouring,12700,300,700
happy,64700,1200,500
courteous,67600,2300,500
respects,57200,900,500
locations,1100,200,1200
bestowing,52700,1200,600
lasting,44600,800,700
uncertain,70500,1200,200
delightfully,61700,1800,500
jot,60200,2400,600
forgetting,61800,1100,400
dined,65200,1500,400
34,42300,900,700
continuing,40900,900,500
lustre,13100,300,700
weaknesses,57600,1400,500
engagements,56300,1400,500
favours,56300,1600,500
contrariwise,10100,300,600
Metcalf,44900,1100,600
expecting,42800,800,700
brittle,20800,500,700
arrived,69400,1100,300
insist,65300,1600,600
ambition,10000,600,400
handsome,69000,1200,400
sweetness,63100,2500,600
sex,59900,1600,800
contained,55600,800,400
daily,53800,1100,400
unsubdued,57700,2000,600
gained,63500,1000,300
outside,4600,500,700
defy,57200,2600,500
settle,55300,1000,600
Westerham,61200,800,300
conjunction,54300,900,600
mistakes,53900,1300,600
behaves,46200,900,600
butler,18500,400,500
accounting,34300,1200,600
fell,57100,900,400
omitted,58400,1300,400
dead,58900,1100,400
engage,72000,1500,300
breakfasted,15000,500,700
censured,29400,600,700
testimony,39000,1100,500
feels,65600,2900,400
contribute,55300,1500,400
contrary,68500,1900,300
kept,58700,900,400
felicity,67200,1200,300
favourably,63700,1500,500
compilation,4800,200,800
spleen,78900,1000,900
improvements,72900,900,500
headquarters,61200,1400,400
unfavourable,26100,700,1100
positive,55000,1100,600
coughs,71200,900,200
lived,67600,900,400
guest,60900,1200,500
hypocritical,65200,1000,500
afresh,36000,700,400
received,68500,1000,300
1500,1100,100,300
barbarously,52600,1100,300
resolutely,24200,600,800
entitled,68100,1100,400
noblest,15400,400,800
though,68800,1700,400
enormity,19500,700,2200
relief,61600,1800,500
brotherly,58700,2600,500
charitable,700,300,700
reproaches,39100,800,1100
invitation,69800,2100,200
reflect,58000,1000,500
explicitly,18200,400,800
accident,56300,1600,400
alteration,59100,800,400
doubted,59300,1400,400
tortured,8500,200,700
sparkled,63100,1100,600
dependent,63300,700,400
contradictions,22400,600,600
footstool,55300,800,400
insolence,38600,1000,700
vast,61000,1100,400
convert,66100,800,500
mistook,65900,1200,500
rambled,62400,1000,500
punctual,61300,900,600
probabilities,36200,800,700
discernible,49200,1200,800
acknowledging,40300,1100,500
alas,37300,600,400
hither,43900,700,700
thoughtfulness,12700,300,800
mingled,38600,500,700
three,69900,1100,400
vexatious,49300,900,700
treasured,59700,1100,400
scolding,71500,1100,400
cents,55300,1000,500
important,63400,1000,500
doubtless,39500,1000,700
flowing,55700,1600,400
21,55300,1300,200
tempt,67900,1400,400
alienated,58200,1500,300
excellence,65000,1600,600
undetermined,9400,300,900
legally,11200,400,700
richly,26200,500,600
adequate,22100,500,400
July,28200,1100,300
with,70000,1300,200
Long,69200,2200,200
stem,20600,200,700
been,67100,700,200
plainly,57500,1000,500
deception,56200,600,500
polished,66500,1900,400
prepare,58400,1000,600
direct,54400,800,600
elegant,93900,1700,400
sagacity,10700,300,1000
exempt,1100,200,800
sneering,37800,400,700
allow,65000,1500,300
endure,16100,600,600
unlink,3900,200,500
interpretation,21000,500,700
flogged,61300,2000,400
paler,13000,200,900
stationed,61600,2400,500
part,66300,1000,400
Edward,14700,300,300
apply,52100,1600,400
complaisance,61400,1700,500
from,69200,1100,300
inflict,43500,600,800
prejudiced,37300,700,500
gentleness,33400,800,500
equivalent,54200,800,400
despises,65000,900,400
they,91000,2100,400
ride,75200,1300,300
shorter,22500,300,600
closest,58000,900,500
number,70100,1000,300
scruples,61600,1200,500
raptures,70700,2300,300
settlement,18300,300,600
hedge,47300,800,600
Volunteers,69900,1300,100
concern,66000,1100,500
gift,56700,500,500
was,66400,1100,400
what,68700,1200,400
secretly,56400,1200,500
recent,66000,2500,400
sure,95200,1600,300
should,86200,900,300
tackle,27000,1300,600
meditation,22600,400,1000
heavier,36000,400,800
relating,52000,1000,700
mission,5400,100,1000
dullest,57700,1000,400
custody,53700,1000,500
mark,53400,700,400
heavy,59500,1400,500
had,66600,1500,400
determination,53800,1300,500
strenuously,46400,1100,700
neighbouring,13200,400,700
after,66500,700,200
meditating,64600,900,400
instruct,12100,300,900
acquiesce,27700,900,600
introduced,67100,1900,500
alike,55100,1200,400
irremediable,12800,400,800
essential,16700,400,800
ensuing,47600,900,600
figures,62400,1200,300
night,66100,1200,400
willfully,62000,1700,500
set,63500,1000,600
estimated,59200,1100,500
productive,64300,1500,600
store,64000,1500,500
possesses,62400,1100,500
cogent,15000,200,700
Affectation,61800,800,300
periods,51100,900,600
unluckily,59300,1300,500
office,100400,1300,200
hoping,69200,1000,500
husband,72100,1400,400
descending,57900,1000,500
adds,54800,700,300
20,54100,700,200
causes,57700,1100,400
denying,42700,1000,600
fortitude,27000,400,500
tone,60900,1500,500
chicken,57200,800,500
peevish,55300,1000,400
staircase,56200,1100,700
hour,65000,700,500
making,70700,1200,500
clamorous,32300,600,500
challenge,60100,900,400
sixteen,59100,700,400
pretensions,54600,1700,500
undertaking,17000,400,700
inform,51700,1500,800
dispense,11400,600,900
gentlest,28100,600,700
warded,30000,400,800
unchanged,8900,300,600
adjusting,66600,2400,300
meanwhile,55700,1100,600
efficacy,63800,1100,500
add,60100,700,500
strangers,45800,600,600
mentioning,62700,1000,400
travelled,21600,300,900
build,61200,600,400
piling,62000,1100,400
guinea,16700,200,500
easily,87600,2300,400
file,6800,200,500
Ashworth,16500,600,600
coach,78500,800,400
insulted,10100,200,700
wits,17600,500,500
plentiful,16500,300,700
covies,11000,200,700
savage,61500,1100,500
unbecoming,26500,500,700
trifled,10800,300,900
chatty,9300,300,500
nowadays,23500,700,500
universally,67100,1300,200
wear,53300,500,500
horseback,65700,1300,500
cluster,58600,700,500
disinclined,19500,400,800
exhibit,55100,800,600
complimenting,54400,1700,600
sash,11800,400,500
inherited,65100,800,400
racked,14700,400,800
awe,27400,700,400
detach,4200,200,800
misrepresentation,38500,600,700
scampering,65100,1000,400
yesterday,65100,900,400
displeased,59800,800,700
yet,63600,1000,300
denoted,26100,500,400
letter,62700,900,500
unwillingly,61800,1000,400
evening,73200,1800,300
like,69400,1400,300
willing,59800,1500,600
prizes,58800,1100,600
stability,54500,1100,500
tithes,56100,900,300
becoming,67200,1500,500
missish,9500,300,700
rivals,55900,900,400
advantageously,11100,300,500
imparted,23200,400,600
removing,21500,300,700
keener,41500,1000,600
advances,56900,1700,500
were,67600,1700,300
negligent,20000,300,700
discharging,51400,1200,600
relished,6700,300,900
disdained,39900,600,700
liberties,6300,300,800
overthrow,36400,900,700
fresh,51800,800,800
Church,60700,900,400
authorising,31300,900,600
procuring,53000,900,800
topics,58300,1200,500
wearied,21900,400,1000
childhood,57000,1800,500
questioned,60300,1200,600
offended,65500,1600,400
solicitation,53200,700,600
sympathise,19500,800,600
whichever,68900,800,300
detailed,43000,1100,800
Resignation,54100,700,200
preserved,56500,1100,500
allusion,57600,700,300
refusing,56100,1200,400
overthrown,30500,1000,700
acquaintances,64100,1200,400
copying,5900,200,400
performer,43500,800,700
printed,5600,200,800
melancholy,53300,2500,500
comparatively,53100,1200,600
mail,3700,200,700
calculate,53200,800,300
disposal,44500,900,700
considerably,44800,1200,600
discussed,37800,800,800
scheme,67000,1000,400
distant,71800,1000,400
veneration,59100,800,400
would,70400,1000,200
seeing,68800,1100,500
reanimated,52900,900,400
Pemberley,65900,1200,300
utmost,58800,1100,400
shows,63100,1100,600
diffuseness,59600,1400,400
borne,57500,1300,500
circulating,57900,1200,400
possibly,69400,1000,300
engagement,62200,1000,400
candour,71600,1500,300
please,68700,1600,500
agony,53400,1300,500
cheerfulness,62100,1300,300
visitors,58400,1500,500
portion,56600,1400,500
acquainted,68700,1000,200
reasoning,9800,300,700
improved,40600,1000,700
open,63500,700,400
express,68800,1600,400
suspicious,52600,1000,600
amid,57700,900,300
unaffectedly,59400,1100,500
cry,18400,500,600
